Title,Video URL,Video Duration,Views Number,Date the video uploaded,Channel URL of the video,Thumbnail URL
"NEW Cozy Life Sim Heartopia FINAL Beta Is Almost HERE… And This NEW Trailer Is CRAZY!","https://www.youtube.com/watch?v=-RT6YxXuF1s&pp=ygUJaGVhcnRvcGlh","10.31","8万次观看","1个月前","https://www.youtube.com/@fantayzia","https://yt3.ggpht.com/39d1-Jb-sK1Ory4aP0BuDhiAGv18teBgsQ-Mh2T4NOYSsbMHTizv-Gl54chIr-BQ14LRhsBc=s68-c-k-c0x00ffffff-no-rj"
"Heartopia New Cozy Life Sim Final Beta Test is HERE!! #heartopia #heartopiagame","https://www.youtube.com/watch?v=5qfTVRfDkcI&pp=ygUJaGVhcnRvcGlh","3.21:43","590次观看","直播时间：1个月前","https://www.youtube.com/@Spacegracegaming","https://yt3.ggpht.com/Qdu-8HtBYMw5sse8S4DvilOJyp4px-8Z_upq2emWRU2Qx7N1fg1bQ82IwUxpqX4ecjl5ky-cYfk=s68-c-k-c0x00ffffff-no-rj"
"This Cozy Life Sim Has The CUTEST Fashion and It's FREE! Heartopia","https://www.youtube.com/watch?v=VehFlGo9W1s&pp=ygUJaGVhcnRvcGlh0gcJCU0KAYcqIYzv","38.17","4843次观看","1个月前","https://www.youtube.com/@fantayzia","https://yt3.ggpht.com/39d1-Jb-sK1Ory4aP0BuDhiAGv18teBgsQ-Mh2T4NOYSsbMHTizv-Gl54chIr-BQ14LRhsBc=s68-c-k-c0x00ffffff-no-rj"
"Heartopia | Gameplay Pre-download Android iOS | Global Launch January 07","https://www.youtube.com/watch?v=3QboIh5FNfg&pp=ygUJaGVhcnRvcGlh","10.42","157次观看","6天前","https://www.youtube.com/@Arenergaming","https://yt3.ggpht.com/8jTH1m5M9G4FDuaRN_R8s5CbDVKzpbo65NF-jCp3xUaVIAW-WMmlKdAmmWCraMjsP_N1dF4066w=s68-c-k-c0x00ffffff-no-rj"
"Heartopia -  Gameplay Walkthrough #2","https://www.youtube.com/watch?v=jIMdJleeQ3o&pp=ygUJaGVhcnRvcGlh","42.18","1447次观看","2个月前","https://www.youtube.com/@CeloZagaParty","https://yt3.ggpht.com/8HGdAhSc2IUS57yZ1M1gKBk7uVBN3Szj3GvoVtvdTAws0jZ6YR6Z51FOlujDkea43t4QEVzg=s68-c-k-c0x00ffffff-no-rj"
"Testing gacha mechanics in Heartopia | Pulling for Polar Hymn Conductor","https://www.youtube.com/watch?v=NNG1L64sopw&pp=ygUJaGVhcnRvcGlh","6.22","1353次观看","2周前","https://www.youtube.com/@salgyora","https://yt3.ggpht.com/lDZrKP5LXaulINSsoAvdJ79h_Yoz0fUNzWtmQ0sHGbEGe3o7tH1_brI2Zdvskw1y5qdNIB-fqg=s68-c-k-c0x00ffffff-no-rj"
"35+ NEW Cozy Games releasing this JANUARY! (Switch, PC and Consoles)","https://www.youtube.com/watch?v=MYwjJT_6uFc&pp=ygUJaGVhcnRvcGlh","28.20","1.9万次观看","11天前","https://www.youtube.com/@Fleurs_","https://yt3.ggpht.com/Q1DW8EgP5ILdzXf5fzp3WTMGjPo9SytUrYAHR7GqEPFsvYAs9caZ8_HfoZBdT43jqCBo5x1a=s68-c-k-c0x00ffffff-no-rj"
"Heartopia - My First Clothing Design #heartopia","https://www.youtube.com/watch?v=vMPa3uXebq0&pp=ygUJaGVhcnRvcGlh","1.03","227次观看","3周前","https://www.youtube.com/@neeekoshin","https://yt3.ggpht.com/xA4Z6kJlFOCoftjWnGTYxiNdNb33Fb13dcIDQpaRwjjfwI8V9ojQcYCkPoNzTlonNiFgbgx2=s68-c-k-c0x00ffffff-no-rj"
"Trigger Crossbreeding Quest , #heartopia #myanglish","https://www.youtube.com/watch?v=1VyAavR_CEc&pp=ygUJaGVhcnRvcGlh","3.05","1724次观看","1个月前","https://www.youtube.com/@myanglish","https://yt3.ggpht.com/SfAQ4jIhAa_l7EM8zONDxZ0jvXUngcIuuBrepAZMnWidHy0Pim9um_gGE719WqYJvd4sI2M6Pg=s68-c-k-c0x00ffffff-no-rj"
"❤️Playing Heartopia for the First Time!🩷 *first reaction* (16+ game)","https://www.youtube.com/watch?v=45lcH4aJTpw&pp=ygUJaGVhcnRvcGlh0gcJCU0KAYcqIYzv","1.50:02","594次观看","直播时间：4周前","https://www.youtube.com/@swordslayz","https://yt3.ggpht.com/lSfHG_GknNnuNmj_uJUI9cqXepvImHN3ZWRZcE3KQb7PLbm-gUBoopMjXYLJUGdTD0w1e7OGug=s68-c-k-c0x00ffffff-no-rj"
"Heartopia House Tour! | Before the game deletes 🥲 Goodbye my house","https://www.youtube.com/watch?v=-XjYah0UGlA&pp=ygUJaGVhcnRvcGlh","8.49","2292次观看","1个月前","https://www.youtube.com/@SleeplessToaster","https://yt3.ggpht.com/ZuIBWoc6Bs6F9sa-yR1hosDYxSl_MkYSB1CMiHa38F8UWJ6SgSzIA_YZ-zwjGkbqZiCp-MLVbw=s68-c-k-c0x00ffffff-no-rj"
"6+ hours of Heartopia Cozy Game Early Access Closed Beta Test - November 2025 #heartopia","https://www.youtube.com/watch?v=2WD9AyA8pSE&pp=ygUJaGVhcnRvcGlh","6.51:33","1075次观看","2个月前","https://www.youtube.com/@yarrowTV","https://yt3.ggpht.com/MgOrGCM4PQHpkYa_LVEh_FxRXArMkRV4o_R0wj64N6YZe4LVckcQdJJzXaA6Eq0NDbpLsp6AK38=s68-c-k-c0x00ffffff-no-rj"
"10 Things You MUST Do Every Day in Heartopia","https://www.youtube.com/watch?v=rBEhFC3LPM4&pp=ygUJaGVhcnRvcGlh","10.18","4918次观看","2天前","https://www.youtube.com/@PlanetMooooonstar","https://yt3.ggpht.com/HODWFHzEr9P8OEf7dOzgj-M_hQPlpAKu3t1ATDV_XkvqAJgHnnb4b5GTB-tkprlQb-ZegNK54Q8=s68-c-k-c0x00ffffff-no-rj"
"Adopting My First Pet in Heartopia! 🐾","https://www.youtube.com/watch?v=3Gd7mI5ppZg&pp=ygUJaGVhcnRvcGlh","7.00","340次观看","1天前","https://www.youtube.com/@gabhans","https://yt3.ggpht.com/_LDblZiIK0eebb2NpsrzeQFRTiFGDBrMSi8Ko2NBSqGUf0Ci0vLePAaYWAydyBqJyI6JvIlqIKo=s68-c-k-c0x00ffffff-no-rj"
"Heartopia - Gameplay Walkthrough (PC, Android, iOS)","https://www.youtube.com/watch?v=nkWnbtybPtk&pp=ygUJaGVhcnRvcGlh","22.44","1万次观看","2个月前","https://www.youtube.com/@CeloZaga","https://yt3.ggpht.com/5Ismj8pFRqhI99WxaK-Xc8p083J-k_edQ5QiCDCklSTxYV1DpgYK91JkZ_AWkvMwcis3tAPeaV4=s68-c-k-c0x00ffffff-no-rj"
"everything you need to know about heartopia 💕💫","https://www.youtube.com/watch?v=-TLs9XN2Ml4&pp=ygUJaGVhcnRvcGlh","34.30","2131次观看","1个月前","https://www.youtube.com/@beansiebug","https://yt3.ggpht.com/DRz0M3JNmvL1mqwFmuKruVjlaKWGiQWM3Avvq2dyQkFbF8M4_A-kWFohguzd5fPFQZXyOjs=s68-c-k-c0x00ffffff-no-rj"
"Heartopia - Gameplay Walkthrough (Global Beta Test)","https://www.youtube.com/watch?v=uDLusOSyIgQ&pp=ygUJaGVhcnRvcGlh","59.46","664次观看","2个月前","https://www.youtube.com/@CeloZaga","https://yt3.ggpht.com/5Ismj8pFRqhI99WxaK-Xc8p083J-k_edQ5QiCDCklSTxYV1DpgYK91JkZ_AWkvMwcis3tAPeaV4=s68-c-k-c0x00ffffff-no-rj"
"A Thousand Years | Heartopia Piano","https://www.youtube.com/watch?v=2paZePTYqcU&list=RD2paZePTYqcU&start_radio=1&pp=ygUJaGVhcnRvcGlhoAcB","4.40","1万次观看","2天前","https://www.youtube.com/@dad_piano","https://yt3.ggpht.com/Qoa8DpqgPTi-qKrOBSMBek9SIPKhK9Qxod2uC24IBuS-1UxO0fHLcE3RFci5LgNzlcKambwm2A=s68-c-k-c0x00ffffff-no-rj"
"Writing and Publishing a Book in Heartopia early access #heartopia  #heartopiafinaltest","https://www.youtube.com/watch?v=kflx2Vfw3CA&pp=ygUJaGVhcnRvcGlh","1.20","248次观看","3周前","https://www.youtube.com/@yarrowTV","https://yt3.ggpht.com/MgOrGCM4PQHpkYa_LVEh_FxRXArMkRV4o_R0wj64N6YZe4LVckcQdJJzXaA6Eq0NDbpLsp6AK38=s68-c-k-c0x00ffffff-no-rj"
"Unofficial Heartopia Guide!","https://www.youtube.com/watch?v=5rSAECYROgw&pp=ygUJaGVhcnRvcGlh","4.25","1万次观看","2个月前","https://www.youtube.com/@BrendasCreativeCove","https://yt3.ggpht.com/5j7KbGTZkdLMMQqZzuthm7wsTl7T9JGVH9txSrOca0KQWmeEJLLRAQ1Ci-35D40HRt0519XfUg=s68-c-k-c0x00ffffff-no-rj"
"Heartopia | My Review On The First Closed Beta 💕","https://www.youtube.com/watch?v=mNJnYghX80I&pp=ygUJaGVhcnRvcGlh","10.35","461次观看","1个月前","https://www.youtube.com/@notoriousbvrbie","https://yt3.ggpht.com/nsWtES7Rlm_JAVazy9_3N1SCK_zOI-7amPREAWAqBZeWx9ZnzkrVsd3i56muyrff8MOA_vHi0g=s68-c-k-c0x00ffffff-no-rj"
"Can We Afford the Party? 💰 Heartopia with Aerys & Rivia 🐶","https://www.youtube.com/watch?v=nQAszrdPv00&pp=ygUJaGVhcnRvcGlh","17.21","1744次观看","1个月前","https://www.youtube.com/@AerysandRivia","https://yt3.ggpht.com/FGjTa2wHOxtmQj429rrKNQp_gkRV3JVhwQ5RJIi8nzBlkiDwv9GTB2x518qVeLvTkiVb1KOMTw=s68-c-k-c0x00ffffff-no-rj"
"Is Heartopia Worth Playing? My Honest First Impressions","https://www.youtube.com/watch?v=BZVGb3TyCiw&pp=ygUJaGVhcnRvcGlh","12.21","1695次观看","1天前","https://www.youtube.com/@AlphaGalaxyy","https://yt3.ggpht.com/mnLiWvwN_EUKzZ8eJLoQOTn99g-qRsVMwKwzt-MIxrYcbExo5nbpFaVyynHqA5LamKA1RxNSoA=s68-c-k-c0x00ffffff-no-rj"
"Birdwatching - Heartopia - 4","https://www.youtube.com/watch?v=XVTn7L0SVec&pp=ygUJaGVhcnRvcGlh","34.49","887次观看","2天前","https://www.youtube.com/@nafaniq","https://yt3.ggpht.com/pshT558xsMnAgOI3jtkR1r1dbLnLpRW-rQ-S-VirtAC-4r1Fpmd4UASnK2yohnwsc4Sf6DDr=s68-c-k-c0x00ffffff-no-rj"
"WE GOT PETS!  🌸Rocket's Heartopia ❤️","https://www.youtube.com/watch?v=PzyS361ze6o&pp=ygUJaGVhcnRvcGlh","17.21","8171次观看","2个月前","https://www.youtube.com/@Rocketstripes","https://yt3.ggpht.com/ytc/AIdro_lK-BWGxohzI4ETpxrUM6zaAK8kHvRraJPPTROQTvmWIkI=s68-c-k-c0x00ffffff-no-rj"
"Heartopia, renovating my house","https://www.youtube.com/watch?v=ovtswl5wVTE&pp=ygUJaGVhcnRvcGlh0gcJCU0KAYcqIYzv","18.54","615次观看","2个月前","https://www.youtube.com/@thealleycat8312","https://yt3.ggpht.com/ytc/AIdro_ls_gvO7bEf0hNsOt4_9xI0irbMeX8o1TrvDtBmngFv97ZI=s68-c-k-c0x00ffffff-no-rj"
"Petit Planet and Heartopia ❤️ 2 New Life Sims!","https://www.youtube.com/watch?v=u8w-NbbHeDs&pp=ygUJaGVhcnRvcGlh","2.45:32","399次观看","直播时间：2个月前","https://www.youtube.com/@naoetry","https://yt3.ggpht.com/ha1XiD4FjqFfaMWwdFzKiNIABtwI2gRgK2g-7QPEpuh3CHtOswmtIZNX90H1lyyOBNCPM-wogfQ=s68-c-k-c0x00ffffff-no-rj"
"👉 Heartopia Animal Trough Locations Guide 💗 | All Wild Animals","https://www.youtube.com/watch?v=6lWJVl8E0lo&pp=ygUJaGVhcnRvcGlh","8.32","1.2万次观看","3天前","https://www.youtube.com/@EroseSays","https://yt3.ggpht.com/ytc/AIdro_kZKiUxIqJ2STd_ltDB7Hl2nM8onnu7ddNi0peS8xMjWdc=s68-c-k-c0x00ffffff-no-rj"
"Learning How To Garden! 🪴| Heartopia","https://www.youtube.com/watch?v=StoLnFTua_4&pp=ygUJaGVhcnRvcGlh","23.10","1642次观看","11天前","https://www.youtube.com/@halleycozytine","https://yt3.ggpht.com/ZtcJDavlbtep7vSWHNJfhVOXVbDKR6OI7l9O3DP-Cb4sbAh4A5i2hvST6yvXS9l2vWSteBN9VQ=s68-c-k-c0x00ffffff-no-rj"
"Heartopia - Gameplay Walkthrough Part 1 - Tutorial (Android, iOS)","https://www.youtube.com/watch?v=kDBFQ6QRLcI&pp=ygUJaGVhcnRvcGlh","20.53","1380次观看","4周前","https://www.youtube.com/@Nevaran","https://yt3.ggpht.com/A1QjF0AqhhOZ_B9XSyf4oOrSkWSzD74EPs6aA8stPUiKA0qa4GsW2_3A25sP22A0PMMfHObXD58=s68-c-k-c0x00ffffff-no-rj"
"FIRST STREAM OF THE YEAR - HEARTOPIA REACT AND TESTING THINGS","https://www.youtube.com/watch?v=MqtYXZK_sxw&pp=ygUJaGVhcnRvcGlh","45.23","343次观看","直播时间：9天前","https://www.youtube.com/@tanniegames","https://yt3.ggpht.com/BY1xVglHKUIkjTHCYcReOMcsSfmcD5_PzN1y_5SJ_-qE1ahWFv-bSntHAzcJB4A-ILoC9XhXeg=s68-c-k-c0x00ffffff-no-rj"
"What's this New Cozy Game About?【Heartopia】","https://www.youtube.com/watch?v=ccPBQLyXZ-M&pp=ygUJaGVhcnRvcGlh0gcJCU0KAYcqIYzv","3.04:42","89次观看","直播时间：7小时前","https://www.youtube.com/@CozyVT","https://yt3.ggpht.com/AOLI2SYLX5AbjP_hZAyEECCxkDxFj3OBJJ8oAtWu4l4m1Aw7F6fhC1Uu-WbqDreoqW8v27LleB4=s68-c-k-c0x00ffffff-no-rj"
"Heartopia How To Get More Hobbies - Simple Guide","https://www.youtube.com/watch?v=vHGs8qHaFFs&pp=ygUJaGVhcnRvcGlh0gcJCU0KAYcqIYzv","0.56","1220次观看","2天前","https://www.youtube.com/@PepperHomie","https://yt3.ggpht.com/ytc/AIdro_mBPabJZPUdAYkwu2bHz-65NpW7y7c5cGggeA5z5JTorw=s68-c-k-c0x00ffffff-no-rj"
"HEARTOPIA - BEST MODERN HOUSE BUILD EVER FOUND - GAMEPLAY PART 06 [ PC HD 60FPS ]","https://www.youtube.com/watch?v=Khw5djdlErU&pp=ygUJaGVhcnRvcGlh","5.38","4744次观看","3周前","https://www.youtube.com/@EpicnessYT","https://yt3.ggpht.com/FGqKLXjHXRqO1_EqsHy9_zXdoAm_A7sXLiFy3beVumIO1Z33XjtH4rDlnQGgM2CZFe_J5qOM=s68-c-k-c0x00ffffff-no-rj"
"Heartopia Final test gameplay (8)","https://www.youtube.com/watch?v=LaQLtxuKiWI&pp=ygUJaGVhcnRvcGlh","1.53:56","348次观看","3周前","https://www.youtube.com/@neenaniya","https://yt3.ggpht.com/9lG7YgnNY9V52J6u7obBOvs3oV8TAH5aLWh3TUzisQlZOgoA6CPIW9heC8bbztyStM0br6BHKA=s68-c-k-c0x00ffffff-no-rj"
"Heartopia - How to Farm Gold easy (Early Game)","https://www.youtube.com/watch?v=4PtnyXfm6pc&pp=ygUJaGVhcnRvcGlh","5.42","7622次观看","1个月前","https://www.youtube.com/@ridernagamer","https://yt3.ggpht.com/TDJQnGHXbBWDVvdnkb7EoBG3CIobLBwpiIXEe-zVGSTebR0LJejaprbNZ_VMB0jEIMv77JJawA=s68-c-k-c0x00ffffff-no-rj"
"Blue (Yung Kai) | Heartopia Piano","https://www.youtube.com/watch?v=OhIfZM98ZTg&list=RDOhIfZM98ZTg&start_radio=1&pp=ygUJaGVhcnRvcGlhoAcB","3.30","787次观看","19小时前","https://www.youtube.com/@dad_piano","https://yt3.ggpht.com/Qoa8DpqgPTi-qKrOBSMBek9SIPKhK9Qxod2uC24IBuS-1UxO0fHLcE3RFci5LgNzlcKambwm2A=s68-c-k-c0x00ffffff-no-rj"
"Heartopia beginners: Things to know before playing │💛 Heartopia","https://www.youtube.com/watch?v=qS0EBoiLwkY&pp=ygUJaGVhcnRvcGlh","7.40","8627次观看","1天前","https://www.youtube.com/@rabpinks","https://yt3.ggpht.com/LLsopsYpKLES0_MZpTj8Fcx0rDPlHfEKDYuQR2C7K_vQg6Bbsm8U6LYyqFxZxqco-2VCflCXAw=s68-c-k-c0x00ffffff-no-rj"
"I Experienced PROM Night In Heartopia..","https://www.youtube.com/watch?v=SFzMGYggl6I&pp=ygUJaGVhcnRvcGlh","10.03","4.5万次观看","4天前","https://www.youtube.com/@HyperCookiie","https://yt3.ggpht.com/Zmztdv0XrI_3UPRxxSzSlnHmbx7I7SxAJGrADmAp8bhYtJ9yBU5B-y-Hu9LDOn-ydvmIEbe6B6U=s68-c-k-c0x00ffffff-no-rj"
"Heartopia: Let's Gather in Our Cozy Town!🏠 | Final Beta Starts Dec 10","https://www.youtube.com/watch?v=m9b9g-orc6o&pp=ygUJaGVhcnRvcGlh","1.25","35万次观看","1个月前","https://www.youtube.com/@Heartopia-official","https://yt3.ggpht.com/3GBH23oPFmFLP0J1tW78KkKQSZfb2irw4IxjKC5YjPw6NUI_x81xbxLvvkhY53wBYtM9km1T=s68-c-k-c0x00ffffff-no-rj"
"Heartopia Gameplay Walkthrough Part 1 (iOS, Android)","https://www.youtube.com/watch?v=EqGFdq0jdok&pp=ygUJaGVhcnRvcGlh","26.16","1.7万次观看","4天前","https://www.youtube.com/@Techzamazing","https://yt3.ggpht.com/ytc/AIdro_kgvcG5qmOpgHl6s9OMOTZ-1nK8L7vpjl355fr9RfsirR8=s68-c-k-c0x00ffffff-no-rj"
"Heartopia is Finally Here and I am Addicted 😭","https://www.youtube.com/watch?v=a_DCqOa8YuU&pp=ygUJaGVhcnRvcGlh","7.40","165次观看","4天前","https://www.youtube.com/@gabhans","https://yt3.ggpht.com/_LDblZiIK0eebb2NpsrzeQFRTiFGDBrMSi8Ko2NBSqGUf0Ci0vLePAaYWAydyBqJyI6JvIlqIKo=s68-c-k-c0x00ffffff-no-rj"
"HARI KE-5 AKHIRNYA PUNYA PET - Heartopia #6","https://www.youtube.com/watch?v=LLh83bMvFUA&pp=ygUJaGVhcnRvcGlh","7.14:37","2252次观看","直播时间：1天前","https://www.youtube.com/@Aquilastt","https://yt3.ggpht.com/j5fV9HIHVKTV21G1m-UJQ1hnVfzsYhmCUmiLMDiaYgnd7XiUxaulnKdXp57u2EjKcOByV9aQ=s68-c-k-c0x00ffffff-no-rj"
"First Look At The New Life Sim Heartopia - Is It Any Good?","https://www.youtube.com/watch?v=4ibyn-aXsPA&pp=ygUJaGVhcnRvcGlh","2.16:08","2457次观看","直播时间：1天前","https://www.youtube.com/@SharkyGamess","https://yt3.ggpht.com/G7ivhXO7SdO2yfPkKC3E03Ipw2odEux9L_NvA3SBPxB9qhHCjaWXLrEU6YxoU2Mu2XYzazvN=s68-c-k-c0x00ffffff-no-rj"
"Découverte de Heartopia","https://www.youtube.com/watch?v=UyORvNTQ3EE&pp=ygUJaGVhcnRvcGlh","2.59:04","331次观看","2个月前","https://www.youtube.com/@Athena2606Twitch","https://yt3.ggpht.com/Hu-T_1lksBAn5SJL_DIW-UzC41tUpSSRBLFjruxhro7-nRniwyYTQOMSQ5nUfF73WkMPfPveeQ=s68-c-k-c0x00ffffff-no-rj"
"When I built a villa for myself in Xinxin Town #heartopia #tgs2025","https://www.youtube.com/watch?v=9H6HaPKqvjw&list=RD9H6HaPKqvjw&start_radio=1&pp=ygUJaGVhcnRvcGlhoAcB","0.12","4514次观看","2个月前","https://www.youtube.com/@%E7%BE%8E%E4%B8%BD-x2x","https://yt3.ggpht.com/ytc/AIdro_lPzwNJIwW1k0s0Pq5m5acZMdMZ1WQ2bze8T2FvmSmc-8rjJdg=s68-c-k-c0x00ffffff-no-rj"
"➤ Heartopia : ce jeu GRATUIT est-il plutôt TOP ou FLOP ? || Gameplay FR & Avis","https://www.youtube.com/watch?v=hqFxfs1zbAU&pp=ygUJaGVhcnRvcGlh","28.45","1.7万次观看","2个月前","https://www.youtube.com/@FluffyLife","https://yt3.ggpht.com/mbIOTMA1rSFSGOIGofuxQa1fOmpv_jgmpyM6Bgt5aqUKKVO8-aSo3UXEwodloF2nNaiB-mgPFg=s68-c-k-c0x00ffffff-no-rj"
"Things I Wish I Knew Before Playing Heartopia (Beginner Tips)","https://www.youtube.com/watch?v=QesNZot8tYg&pp=ygUJaGVhcnRvcGlh","13.43","645次观看","18小时前","https://www.youtube.com/@AlphaGalaxyy","https://yt3.ggpht.com/mnLiWvwN_EUKzZ8eJLoQOTn99g-qRsVMwKwzt-MIxrYcbExo5nbpFaVyynHqA5LamKA1RxNSoA=s68-c-k-c0x00ffffff-no-rj"
"Heartopia How To Unlock Home Plots - Simple Guide","https://www.youtube.com/watch?v=ujT5EDGiQk4&pp=ygUJaGVhcnRvcGlh","0.44","8793次观看","3天前","https://www.youtube.com/@PepperHomie","https://yt3.ggpht.com/ytc/AIdro_mBPabJZPUdAYkwu2bHz-65NpW7y7c5cGggeA5z5JTorw=s68-c-k-c0x00ffffff-no-rj"
"Heartopia Just LAUNCHED and I'm Completely Hooked! New Cozy Life Sim","https://www.youtube.com/watch?v=7vPJR3D4DD8&pp=ygUJaGVhcnRvcGlh0gcJCU0KAYcqIYzv","55.16","1.6万次观看","4天前","https://www.youtube.com/@fantayzia","https://yt3.ggpht.com/39d1-Jb-sK1Ory4aP0BuDhiAGv18teBgsQ-Mh2T4NOYSsbMHTizv-Gl54chIr-BQ14LRhsBc=s68-c-k-c0x00ffffff-no-rj"
"Friday Night in Heartopia [Final Beta Test]","https://www.youtube.com/watch?v=sJuvw6y7T_Y&pp=ygUJaGVhcnRvcGlh","3.24:45","217次观看","直播时间：3周前","https://www.youtube.com/@BudumDi","https://yt3.ggpht.com/RBXdLYXUn3e-XFG-TKFDbxM9-MIZcy_fq5rC3FxC2qW7_ejxKBD7VRB3NIqbGIWa7B1bkeDQ=s68-c-k-c0x00ffffff-no-rj"
"Heartopia - Create Your Perfect Cozy House (iOS, Android)","https://www.youtube.com/watch?v=IE1BhlcYA0A&pp=ygUJaGVhcnRvcGlh","15.59","1.6万次观看","2个月前","https://www.youtube.com/@ChevRudy","https://yt3.ggpht.com/I8pdlOvSyhueWFMMPGKbXSRL_ykvXx8usI92NjLk7TmIYHiGZRA7QIuKjAq7_PMKhcETpwY6uZQ=s68-c-k-c0x00ffffff-no-rj"
"Closed Beta Is Back!| Heartopia December CBT First Look","https://www.youtube.com/watch?v=KPV1OqL_tig&pp=ygUJaGVhcnRvcGlh","21.40","170次观看","4周前","https://www.youtube.com/@irosyne_plays","https://yt3.ggpht.com/wck03LzhACELEXpBY5B4QNkX5YBTZVpXEq5QYkB1JeQ1hyXs67fcPqOiMgNg7PHtyErG3GNoZCA=s68-c-k-c0x00ffffff-no-rj"
"Heartopia might be my one my new FAVORITE cozy games ˚₊‧꒰ა ☆ ໒꒱ ‧₊˚","https://www.youtube.com/watch?v=nf68EVf_nTs&pp=ygUJaGVhcnRvcGlh","35.32","353次观看","1个月前","https://www.youtube.com/@idkrami","https://yt3.ggpht.com/O3PQGWbIpSY9kgluPTsAsBAWPI1ZSAGa1Fxd-1vlxl6jKdBnVdKl2PUzm-4nk-goNBQDTIUOjQ=s68-c-k-c0x00ffffff-no-rj"
"♡ Continuing Our Heartopia Journey! || Heartopia ♡","https://www.youtube.com/watch?v=nlWqAE3tg60&pp=ygUJaGVhcnRvcGlh","24.30","14次观看","1个月前","https://www.youtube.com/@PixelsNCreme","https://yt3.ggpht.com/7IrS_Mu87GILTeKwF4u3VCqX25G9Jo0TLW3FDSGfu7PwXoU2ZLH24fbc7xy8X6LjW3014wm2rg=s68-c-k-c0x00ffffff-no-rj"
"I CAUGHT AN OCTOPUS AND ANGLERFISH?! | Heartopia Ep. 1","https://www.youtube.com/watch?v=v6pxNoiSmBY&pp=ygUJaGVhcnRvcGlh","15.27","51次观看","3周前","https://www.youtube.com/@funwithfalliie","https://yt3.ggpht.com/CrwYPZhM0zI143YFuaMsEOVJzo4Tg7xK9lIZoFzzpLDEetHjlzHJnTv54bmJyd_XD3ADjGzbHkA=s68-c-k-c0x00ffffff-no-rj"
"Heartopia How To Add Friends (Play With Friends) - Simple Guide","https://www.youtube.com/watch?v=pZQpCCZUGGg&pp=ygUJaGVhcnRvcGlh","2.46","3664次观看","3天前","https://www.youtube.com/@PepperHomie","https://yt3.ggpht.com/ytc/AIdro_mBPabJZPUdAYkwu2bHz-65NpW7y7c5cGggeA5z5JTorw=s68-c-k-c0x00ffffff-no-rj"
"I built the Twilight Cullen House in Heartopia 🌕🖤🌲","https://www.youtube.com/watch?v=cKXG0ZHVCVk&pp=ygUJaGVhcnRvcGlh","9.09","3385次观看","1天前","https://www.youtube.com/@newhurizons","https://yt3.ggpht.com/2EWFylK0IZ3Ll6z80yfrEZBv9lPGgmNhvPBpg79QcootTvJBlBqnqmnBBbcAYQdHMC1-Uy5F-g=s68-c-k-c0x00ffffff-no-rj"
"Heartopia Might Be the Next Big Cozy Life Sim | Cozy Game News","https://www.youtube.com/watch?v=tHtd4R_Alco&pp=ygUJaGVhcnRvcGlh","20.32","9688次观看","2个月前","https://www.youtube.com/@fantayzia","https://yt3.ggpht.com/39d1-Jb-sK1Ory4aP0BuDhiAGv18teBgsQ-Mh2T4NOYSsbMHTizv-Gl54chIr-BQ14LRhsBc=s68-c-k-c0x00ffffff-no-rj"
"Heartopia - วิธีวิ่งเก็บเห็ดทุกชนิด เก็บครบลูปเก็บต่อได้ หนทางรวยของคนขยัน #heartopia","https://www.youtube.com/watch?v=o-ma5Tzzfl0&pp=ygUJaGVhcnRvcGlh0gcJCU0KAYcqIYzv","15.45","1176次观看","9小时前","https://www.youtube.com/@OffLine24hr","https://yt3.ggpht.com/CySjcCjWJ4f1injHWmrMf4vGqIm23i_QbtW5wciMZSG8-ysHEl-mS8TVr3Y7O2ze73QUocAs6g=s68-c-k-c0x00ffffff-no-rj"
"Heartopia-Warm Forest Wood Style Bedroom Tutorial Sharing#heartopia","https://www.youtube.com/watch?v=5YceEd8yhVE&pp=ygUJaGVhcnRvcGlh","1.42","5535次观看","1个月前","https://www.youtube.com/@huanghjy","https://yt3.ggpht.com/djR4Q4InxSESzpjDkNk1bcZLQcywDYZDx3fFiGp9rPchvaoGaWbI6PZPAcVRLQKrBN8uwiKZaQ=s68-c-k-c0x00ffffff-no-rj"
"50K hits on the first day? That's actually happened in Heartopia! ❤️","https://www.youtube.com/watch?v=NhX0bFzccRw&pp=ygUJaGVhcnRvcGlh","15.46","20万次观看","4周前","https://www.youtube.com/@Mheemee","https://yt3.ggpht.com/817iolmq0JLsHUJ274cuwcnGAD3JWoyz0hKPzoY4NtkxUd7riNi7F6gi5-628Rydt41jip3RA5w=s68-c-k-c0x00ffffff-no-rj"
"Heartopia Final test gameplay (1)","https://www.youtube.com/watch?v=lPbDl8B6Jlg&pp=ygUJaGVhcnRvcGlh","1.16:26","878次观看","4周前","https://www.youtube.com/@neenaniya","https://yt3.ggpht.com/9lG7YgnNY9V52J6u7obBOvs3oV8TAH5aLWh3TUzisQlZOgoA6CPIW9heC8bbztyStM0br6BHKA=s68-c-k-c0x00ffffff-no-rj"
"Challenge: Build a dessert-themed RV in 5 days | Heartopia","https://www.youtube.com/watch?v=IadKPnn3hmA&pp=ygUJaGVhcnRvcGlh","2.25","2.3万次观看","2个月前","https://www.youtube.com/@Heartopia-official","https://yt3.ggpht.com/3GBH23oPFmFLP0J1tW78KkKQSZfb2irw4IxjKC5YjPw6NUI_x81xbxLvvkhY53wBYtM9km1T=s68-c-k-c0x00ffffff-no-rj"
